Metagenome,MAG_ID,BGC_ID,class,Predicted_product,lg(TPM),Domain,Phylum,Class,Order,Family,Genus,Species
M33,Barite_M33_B100,EHILNAML_308.region001,NRP,CDPS,2.000617499,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,CSBR16-224,,
M33,Barite_M33_B100,EHILNAML_133.region001,RiPP,RiPP-like,1.976691714,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,CSBR16-224,,
M33,Barite_M33_B100,EHILNAML_215.region001,Other,resorcinol,1.926138393,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,CSBR16-224,,
M33,Barite_M33_B101,MNIOLPGK_192.region001,RiPP,RiPP-like,1.868690768,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
M33,Barite_M33_B102,BFHHFIMI_62.region001,NRP,NRPS-like,3.31332378,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,NORP259,
M33,Barite_M33_B102,BFHHFIMI_206.region001,RiPP,RiPP-like,3.28059407,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,NORP259,
M33,Barite_M33_B102,BFHHFIMI_139.region001,NRP,NRPS-like,3.097737462,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,NORP259,
M33,Barite_M33_B102,BFHHFIMI_174.region001,RiPP,RiPP-like,3.063112989,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,NORP259,
M33,Barite_M33_B103,DOFAKDOK_135.region001,Other,betalactone,2.605951921,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,SZUA-229,
M33,Barite_M33_B103,DOFAKDOK_94.region001,RiPP,RiPP-like,2.279614791,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,SZUA-229,
M33,Barite_M33_B103,DOFAKDOK_62.region001,Terpene,Terpene generic,1.751864199,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,SZUA-229,
M33,Barite_M33_B104,JEHDAJPF_122.region001,Other,arylpolyene,2.405870818,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B104,JEHDAJPF_54.region001,NRP,NRP generic,2.202407312,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B104,JEHDAJPF_36.region001,Terpene,Terpene generic,1.750947637,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B105,ADJNEHKA_31.region001,RiPP,RRE-containing,4.018572147,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M33,Barite_M33_B105,ADJNEHKA_121.region001,RiPP,RiPP-like,1.729538147,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M33,Barite_M33_B106,LFCNJEPG_1.region001,RiPP,RiPP-like,3.747787208,Bacteria,Pseudomonadota,Gammaproteobacteria,QNFE01,QNFE01,,
M33,Barite_M33_B106,LFCNJEPG_12.region002,RiPP,RiPP-like,3.337882824,Bacteria,Pseudomonadota,Gammaproteobacteria,QNFE01,QNFE01,,
M33,Barite_M33_B106,LFCNJEPG_12.region001,RiPP,RiPP-like,3.328712034,Bacteria,Pseudomonadota,Gammaproteobacteria,QNFE01,QNFE01,,
M33,Barite_M33_B106,LFCNJEPG_4.region001,RiPP,RiPP-like,3.307109129,Bacteria,Pseudomonadota,Gammaproteobacteria,QNFE01,QNFE01,,
M33,Barite_M33_B107,EMINPHIH_29.region001,RiPP,RiPP-like,2.896862778,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M33,Barite_M33_B107,EMINPHIH_5.region001,RiPP,RiPP-like,2.775390491,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M33,Barite_M33_B107,EMINPHIH_21.region001,Terpene,Terpene generic,2.68066802,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M33,Barite_M33_B107,EMINPHIH_24.region001,RiPP,RiPP-like,2.647255473,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M33,Barite_M33_B107,EMINPHIH_9.region001,Terpene,Terpene generic,2.387794334,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M33,Barite_M33_B108,BCLDLBDD_124.region001,RiPP,RRE-containing,1.793185001,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Cephaloticoccus,
M33,Barite_M33_B108,BCLDLBDD_118.region001,RiPP,RiPP-like,1.708443701,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Cephaloticoccus,
M33,Barite_M33_B108,BCLDLBDD_11.region001,Polyketide,T3PKS,1.702453885,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Cephaloticoccus,
M33,Barite_M33_B109,NKNCIDFI_243.region001,NRP,NRP generic,1.960539644,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BCD1,
M33,Barite_M33_B110,FEKFMOAO_316.region001,RiPP,RiPP-like,2.478973297,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
M33,Barite_M33_B110,FEKFMOAO_289.region001,Polyketide,T1PKS,2.427984337,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
M33,Barite_M33_B110,FEKFMOAO_372.region001,NRP,NRPS-like,2.251474481,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
M33,Barite_M33_B110,FEKFMOAO_314.region001,Polyketide,hglE-KS,1.612629493,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
M33,Barite_M33_B112,NPLDDKJN_201.region001,Polyketide,T3PKS,3.45577888,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
M33,Barite_M33_B112,NPLDDKJN_692.region001,Other,arylpolyene,2.315794886,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
M33,Barite_M33_B112,NPLDDKJN_577.region001,Other,arylpolyene,2.301999863,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
M33,Barite_M33_B112,NPLDDKJN_303.region001,Other,phosphonate,2.267609797,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
M33,Barite_M33_B113,BMEKDGJI_9.region001,RiPP,RiPP-like,3.5735145,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,
M33,Barite_M33_B113,BMEKDGJI_3.region001,NRP,NRPS-like,3.415808531,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,
M33,Barite_M33_B113,BMEKDGJI_104.region001,Terpene,Terpene generic,3.411305511,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,
M33,Barite_M33_B114,HJEFFHPK_70.region001,RiPP,RiPP-like,3.127865942,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B114,HJEFFHPK_141.region001,Other,arylpolyene,2.388719405,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B115,BIPDNBCM_163.region001,RiPP,lanthipeptide,1.823705156,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
M33,Barite_M33_B13,DOFEOPKJ_456.region001,RiPP,RRE-containing,2.633016781,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
M33,Barite_M33_B13,DOFEOPKJ_368.region001,Other,arylpolyene,2.43240414,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
M33,Barite_M33_B13,DOFEOPKJ_132.region001,RiPP,RiPP-like,2.370484758,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
M33,Barite_M33_B13,DOFEOPKJ_58.region001,Terpene,Terpene generic,1.856838385,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
M33,Barite_M33_B14,DBOFCDMG_77.region001,RiPP,RiPP-like,4.298880895,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M33,Barite_M33_B14,DBOFCDMG_58.region001,RiPP,RRE-containing,4.24876318,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M33,Barite_M33_B17,MANEPPGP_398.region001,Polyketide,T3PKS,2.090423998,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
M33,Barite_M33_B17,MANEPPGP_469.region001,NRP,NRPS-like,1.840185725,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
M33,Barite_M33_B18,CBFAIEJC_29.region001,Other,hserlactone,2.31943909,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
M33,Barite_M33_B18,CBFAIEJC_14.region001,Terpene,Terpene generic,2.125616248,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
M33,Barite_M33_B2,JBFOKAIG_13.region002,RiPP,RiPP-like,2.960902987,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
M33,Barite_M33_B2,JBFOKAIG_13.region001,Other,hserlactone,2.772337778,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
M33,Barite_M33_B2,JBFOKAIG_1.region001,Other,betalactone,2.52028357,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
M33,Barite_M33_B20,NGKECJEJ_235.region001,RiPP,RiPP-like,3.516640167,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,
M33,Barite_M33_B20,NGKECJEJ_179.region001,Terpene,Terpene generic,3.488570119,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,
M33,Barite_M33_B21,PKDJBPAN_28.region001,Polyketide,T3PKS,3.363283964,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_103.region001,NRP,NRP generic,2.02393947,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_152.region001,NRP,NRP generic,2.011746959,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_95.region001,Terpene,Terpene generic,1.619832638,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_94.region001,RiPP,lanthipeptide,1.447092749,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_55.region001,RiPP,lassopeptide,1.436362079,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B21,PKDJBPAN_8.region001,Terpene,Terpene generic,0.942690131,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
M33,Barite_M33_B23,JICMBPMM_86.region001,NRP,CDPS,4.814156493,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_115.region001,RiPP,RiPP-like,4.546811038,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_39.region001,Other,arylpolyene,4.540353548,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_213.region001,NRP,NRP generic,4.453872595,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_2.region001,Hybrid,NRPS:NRPS-like,4.433911995,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_201.region001,RiPP,ranthipeptide,4.277226864,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_48.region001,Terpene,Terpene generic,4.263294981,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B23,JICMBPMM_6.region001,RiPP,RiPP-like,4.110683845,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M33,Barite_M33_B24,CHKIDLOL_85.region001,RiPP,RiPP-like,2.568267753,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,JAUIEX01,,
M33,Barite_M33_B26,MPHHIGMO_112.region001,Terpene,Terpene generic,2.729014333,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,OSC116,OCS116,
M33,Barite_M33_B26,MPHHIGMO_88.region001,RiPP,RiPP-like,2.520357152,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,OSC116,OCS116,
M33,Barite_M33_B28,OEEHPCBC_103.region001,NRP,NRP generic,2.530365576,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_658.region001,Polyketide,T3PKS,2.048698929,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_574.region001,NRP,NRP generic,1.946487807,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_349.region001,Terpene,Terpene generic,1.791323346,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_45.region001,RiPP,RiPP-like,1.754187878,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B28,OEEHPCBC_59.region001,Terpene,Terpene generic,1.66053863,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,
M33,Barite_M33_B29,NJGHEJCP_31.region001,RiPP,RiPP-like,2.140351023,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B29,NJGHEJCP_46.region001,Other,hydrogen-cyanide,1.970436733,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B29,NJGHEJCP_232.region001,RiPP,RiPP-like,1.867479346,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B29,NJGHEJCP_65.region001,Hybrid,NRPS:NRPS-like:T1PKS,1.597500226,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B29,NJGHEJCP_235.region001,Hybrid,NRPS:NRPS-like:T1PKS,1.314008771,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B30,COHBHEGN_43.region001,RiPP,RiPP-like,3.828868703,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
M33,Barite_M33_B30,COHBHEGN_38.region001,Other,arylpolyene,3.736782048,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
M33,Barite_M33_B30,COHBHEGN_65.region001,Hybrid,arylpolyene:betalactone:resorcinol,3.699101157,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
M33,Barite_M33_B31,ALBGKPPL_355.region001,Other,arylpolyene,2.719673496,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B31,ALBGKPPL_545.region001,NRP,NRPS-like,2.612853794,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B31,ALBGKPPL_108.region001,Other,resorcinol,2.597658038,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B31,ALBGKPPL_86.region001,NRP,NRPS-like,2.426539982,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B31,ALBGKPPL_221.region001,NRP,NRP generic,2.379117949,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B32,MFEMIGBH_88.region001,RiPP,RiPP-like,2.660431331,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B32,MFEMIGBH_48.region001,RiPP,RiPP-like,2.462011089,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B32,MFEMIGBH_44.region001,RiPP,thiopeptide,2.419906438,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B33,IGGPEIED_17.region001,Terpene,Terpene generic,2.059409679,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
M33,Barite_M33_B34,NNIJCGEL_242.region001,NRP,NRPS-like,3.332999282,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B34,NNIJCGEL_207.region001,RiPP,RRE-containing,2.91689537,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B34,NNIJCGEL_162.region001,Other,hydrogen-cyanide,2.184732668,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B35,MMHLBHKL_430.region001,RiPP,RiPP-like,3.352271999,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B35,MMHLBHKL_449.region001,Other,arylpolyene,3.034131836,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B35,MMHLBHKL_421.region001,NRP,NRPS-like,2.309617874,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M33,Barite_M33_B36,KPIBPLGM_272.region001,RiPP,RRE-containing,2.724017601,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M33,Barite_M33_B36,KPIBPLGM_265.region001,Polyketide,T1PKS,2.563103378,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M33,Barite_M33_B36,KPIBPLGM_289.region001,RiPP,RRE-containing,2.539372173,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M33,Barite_M33_B36,KPIBPLGM_307.region001,NRP,NRPS-like,2.4104734,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M33,Barite_M33_B37,NKGBANJE_74.region001,RiPP,RiPP-like,2.077260089,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,
M33,Barite_M33_B37,NKGBANJE_51.region001,Other,hserlactone,1.733264935,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,
M33,Barite_M33_B37,NKGBANJE_74.region002,RiPP,LAP,1.700174943,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,
M33,Barite_M33_B38,JMMHIICP_88.region001,NRP,NRP generic,2.583096829,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B38,JMMHIICP_3.region001,RiPP,RiPP-like,2.49755654,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M33,Barite_M33_B4,NGHILOBA_106.region001,RiPP,RiPP-like,2.375834287,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M33,Barite_M33_B4,NGHILOBA_3.region001,RiPP,RiPP-like,2.310863323,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M33,Barite_M33_B4,NGHILOBA_52.region001,RiPP,RRE-containing,2.256133921,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M33,Barite_M33_B4,NGHILOBA_38.region001,Hybrid,NRPS:NRPS-like:RRE-containing,2.107191298,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M33,Barite_M33_B40,PHKBGOOM_464.region001,NRP,NRPS-like,2.143493779,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,,
M33,Barite_M33_B40,PHKBGOOM_31.region001,NRP,NRPS-like,1.975083522,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,,
M33,Barite_M33_B41,BGLBHDLA_141.region001,Polyketide,T3PKS,3.087626874,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,
M33,Barite_M33_B42,BMMDGOPI_13.region001,Other,hserlactone,2.453174525,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,JAJRYK01,
M33,Barite_M33_B43,OLHBDDCL_231.region001,Other,phenazine,2.719623816,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,
M33,Barite_M33_B43,OLHBDDCL_240.region001,Polyketide,T3PKS,2.519936433,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,
M33,Barite_M33_B43,OLHBDDCL_148.region001,Other,arylpolyene,1.395355281,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,
M33,Barite_M33_B44,OPOFCGAF_16.region001,RiPP,RiPP-like,1.707127596,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
M33,Barite_M33_B44,OPOFCGAF_4.region001,Terpene,Terpene generic,0.949462367,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
M33,Barite_M33_B45,MEICBBJD_113.region001,RiPP,RiPP-like,3.11985503,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B45,MEICBBJD_38.region001,RiPP,RiPP-like,2.965227965,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B45,MEICBBJD_174.region001,RiPP,RiPP-like,2.913371272,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B45,MEICBBJD_150.region001,RiPP,RiPP-like,2.36712265,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M33,Barite_M33_B46,LFFIDLNF_133.region001,RiPP,RiPP-like,3.653602936,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M33,Barite_M33_B46,LFFIDLNF_83.region001,RiPP,RRE-containing,2.946833445,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M33,Barite_M33_B47,FADKJNDK_61.region001,RiPP,RiPP-like,2.922118077,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_20.region001,RiPP,RiPP-like,2.310024647,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_6.region001,RiPP,RiPP-like,2.197227584,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_99.region001,NRP,NRPS-like,2.10595454,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_159.region001,RiPP,redox-cofactor,2.036810431,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B47,FADKJNDK_149.region001,RiPP,RiPP-like,1.834462226,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M33,Barite_M33_B48,AHIPEJFA_18.region001,RiPP,RiPP-like,3.314032931,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
M33,Barite_M33_B48,AHIPEJFA_117.region001,RiPP,RRE-containing,2.948645896,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
M33,Barite_M33_B48,AHIPEJFA_201.region001,Other,arylpolyene,2.149489807,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
M33,Barite_M33_B49,PHLOBIOC_276.region001,RiPP,RRE-containing,1.758133301,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,GCA-002726655,
M33,Barite_M33_B49,PHLOBIOC_354.region001,RiPP,RRE-containing,1.437297051,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,GCA-002726655,
M33,Barite_M33_B5,OOHDNELP_196.region001,RiPP,RiPP-like,2.974251122,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_226.region001,Terpene,Terpene generic,2.001675464,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_87.region001,RiPP,RiPP-like,1.934728674,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_204.region001,NRP,NRPS-like,1.886737371,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
M33,Barite_M33_B5,OOHDNELP_57.region001,Terpene,Terpene generic,1.702119153,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E,
